,編號,案類,發生日期,發生時段,發生地點,tokenizer,time_zone
0,1,住宅竊盜,1030623,08~10,臺北市中正區廈門街91~120號,['臺  北市  中正  區廈  門街  91  ~  120  號'],morning
3,4,住宅竊盜,1040101,06~08,臺北市中山區新生北路1段91~120號,['臺  北市  中山  區  新生北路  1  段  91  ~  120  號'],morning
4,5,住宅竊盜,1040101,10~12,臺北市文山區明興里興隆路4段1~30號,['臺  北市  文山  區明  興里  興隆路  4  段  1  ~  30  號'],morning
6,7,住宅竊盜,1040102,06~08,臺北市萬華區糖?里大理街159巷1~30號,['臺  北市  萬華區  糖  ?  里  大理  街  159  巷  1  ~  30  號'],morning
7,8,住宅竊盜,1040102,06~08,臺北市萬華區糖?里大理街159巷1~30號,['臺  北市  萬華區  糖  ?  里  大理  街  159  巷  1  ~  30  號'],morning
8,9,住宅竊盜,1040102,10~12,臺北市中山區吉林路121~150號,['臺  北市  中山  區  吉林路  121  ~  150  號'],morning
9,10,住宅竊盜,1040104,10~12,臺北市信義區五常里永吉路225巷32弄1~30號,['臺  北市  信義區  五常  里  永吉  路  225  巷  32  弄  1  ~  30  號'],morning
20,21,住宅竊盜,1040108,08~10,臺北市文山區萬美里萬美街1段61~90號,['臺  北市  文山  區萬美里  萬美街  1  段  61  ~  90  號'],morning
21,22,住宅竊盜,1040109,10~12,臺北市內湖區港華里港華街1~30號,['臺  北市  內  湖區  港華里  港華街  1  ~  30  號'],morning
25,26,住宅竊盜,1040111,08~10,臺北市萬華區萬大路387巷1~30號,['臺  北市  萬華區  萬  大路  387  巷  1  ~  30  號'],morning
26,27,住宅竊盜,1040112,08~10,臺北市大安區龍雲里4鄰大安路2段132巷1~30號,['臺  北市  大安  區龍雲里  4  鄰  大安  路  2  段  132  巷  1  ~  30  號'],morning
29,30,住宅竊盜,1040113,10~12,臺北市萬華區青年路31~60號,['臺  北市  萬華區  青年  路  31  ~  60  號'],morning
30,31,住宅竊盜,1040114,08~10,臺北市松山區富錦街572巷1~30號,['臺  北市  松山  區富  錦街  572  巷  1  ~  30  號'],morning
33,34,住宅竊盜,1040115,06~08,臺北市南港區舊莊街1段290巷1弄1~30號,['臺  北市  南港  區舊  莊街  1  段  290  巷  1  弄  1  ~  30  號'],morning
34,35,住宅竊盜,1040115,06~08,臺北市南港區九如里研究院路3段18巷1~30號,['臺  北市  南港  區九如里  研究院  路  3  段  18  巷  1  ~  30  號'],morning
35,36,住宅竊盜,1040115,10~12,臺北市內湖區民權東路6段296巷91~120號,['臺  北市  內  湖區民權  東路  6  段  296  巷  91  ~  120  號'],morning
37,38,住宅竊盜,1040116,10~12,臺北市松山區敦化南路2段31~60號,['臺  北市  松山  區  敦化南路  2  段  31  ~  60  號'],morning
38,39,住宅竊盜,1040117,08~10,臺北市信義區國業里松德路25巷31~60號,['臺  北市  信義區  國業里  松德路  25  巷  31  ~  60  號'],morning
43,44,住宅竊盜,1040118,06~08,臺北市萬華區西園路2段320巷61~90號,['臺  北市  萬華區  西園  路  2  段  320  巷  61  ~  90  號'],morning
44,45,住宅竊盜,1040118,10~12,臺北市大安區通化里通化街19巷1~30號,['臺  北市  大安  區  通化  里  通化街  19  巷  1  ~  30  號'],morning
46,47,住宅竊盜,1040119,06~08,臺北市大同區蓬萊里昌吉街50巷1~30號,['臺  北市  大同  區蓬萊里  昌吉  街  50  巷  1  ~  30  號'],morning
48,49,住宅竊盜,1040121,08~10,臺北市萬華區柳鄉里1鄰桂林路242巷6弄1~30號,['臺  北市  萬華區  柳鄉  里  1  鄰  桂林  路  242  巷  6  弄  1  ~  30  號'],morning
52,53,住宅竊盜,1040122,10~12,臺北市大同區揚雅里承德路3段90巷1~30號,['臺  北市  大同  區揚雅里  承德路  3  段  90  巷  1  ~  30  號'],morning
57,58,住宅竊盜,1040124,10~12,臺北市萬華區梧州街60巷1~30號,['臺  北市  萬華區  梧州  街  60  巷  1  ~  30  號'],morning
59,60,住宅竊盜,1040126,08~10,臺北市大同區酒泉街103巷1~30號,['臺  北市  大同  區  酒泉街  103  巷  1  ~  30  號'],morning
63,64,住宅竊盜,1040127,06~08,臺北市中山區民生東路3段9巷1~30號,['臺  北市  中山  區  民生  東路  3  段  9  巷  1  ~  30  號'],morning
64,65,住宅竊盜,1040127,10~12,臺北市文山區景興路238巷1~30號,['臺  北市  文山  區景興路  238  巷  1  ~  30  號'],morning
65,66,住宅竊盜,1040127,10~12,臺北市文山區景興路238巷1~30號,['臺  北市  文山  區景興路  238  巷  1  ~  30  號'],morning
75,76,住宅竊盜,1040201,10~12,臺北市松山區敦化北路199巷100弄1~30號,['臺  北市  松山  區  敦化北路  199  巷  100  弄  1  ~  30  號'],morning
76,77,住宅竊盜,1040201,10~12,臺北市北投區雙全街62巷1~30號,['臺  北  市北  投區  雙全  街  62  巷  1  ~  30  號'],morning
78,79,住宅竊盜,1040202,08~10,臺北市中正區網溪里廈門街91~120號,['臺  北市  中正  區網  溪里  廈門  街  91  ~  120  號'],morning
85,86,住宅竊盜,1040206,08~10,臺北市中山區合江街20巷1~30號,['臺  北市  中山  區  合江  街  20  巷  1  ~  30  號'],morning
92,93,住宅竊盜,1040210,10~12,臺北市士林區福志里志成路22巷15弄1~30號,['臺  北市  士林  區福志里  志成  路  22  巷  15  弄  1  ~  30  號'],morning
99,100,住宅竊盜,1040213,08~10,臺北市中山區農安街1~30號,['臺  北市  中山  區農安街  1  ~  30  號'],morning
100,101,住宅竊盜,1040214,08~10,臺北市士林區明勝里承德路4段12巷61~90號,['臺  北市  士林  區明  勝里  承德路  4  段  12  巷  61  ~  90  號'],morning
101,102,住宅竊盜,1040215,08~10,臺北市中山區長安東路2段1~30號,['臺  北市  中山  區長  安東路  2  段  1  ~  30  號'],morning
102,103,住宅竊盜,1040215,08~10,臺北市大安區法治里通化街173巷1~30號,['臺  北市  大安  區  法治  里  通化街  173  巷  1  ~  30  號'],morning
111,112,住宅竊盜,1040218,06~08,臺北市大同區民權里民權西路160巷30弄1~30號,['臺  北市  大同  區民權  里民權  西路  160  巷  30  弄  1  ~  30  號'],morning
116,117,住宅竊盜,1040220,06~08,臺北市北投區文林里致遠一路1段31~60號,['臺  北  市北  投區文  林里  致遠  一路  1  段  31  ~  60  號'],morning
127,128,住宅竊盜,1040225,08~10,臺北市士林區聖山里忠誠路1段147巷1~30號,['臺  北市  士林  區聖  山里  忠誠路  1  段  147  巷  1  ~  30  號'],morning
128,129,住宅竊盜,1040225,10~12,臺北市南港區舊莊里舊莊街1段145巷6弄1~30號,['臺  北市  南港  區舊  莊里  舊  莊街  1  段  145  巷  6  弄  1  ~  30  號'],morning
134,135,住宅竊盜,1040227,10~12,臺北市北投區中央里大興街24巷7弄1~30號,['臺  北  市北  投區  中央  里  大興街  24  巷  7  弄  1  ~  30  號'],morning
137,138,住宅竊盜,1040302,08~10,臺北市松山區八德路4段106巷6弄1~30號,['臺  北市  松山  區  八德  路  4  段  106  巷  6  弄  1  ~  30  號'],morning
154,155,住宅竊盜,1040311,08~10,臺北市中山區新生北路22段58巷1~30號,['臺  北市  中山  區  新生北路  22  段  58  巷  1  ~  30  號'],morning
156,157,住宅竊盜,1040312,10~12,臺北市大同區至聖里大龍街259巷10弄1~30號,['臺  北市  大同  區至  聖里  大龍街  259  巷  10  弄  1  ~  30  號'],morning
163,164,住宅竊盜,1040316,08~10,臺北市中正區螢雪里水源路151~180號,['臺  北市  中正  區螢  雪里  水源路  151  ~  180  號'],morning
171,172,住宅竊盜,1040324,06~08,臺北市北投區永明里石牌路2段97巷1~30號,['臺  北  市北  投區  永明  里  石牌路  2  段  97  巷  1  ~  30  號'],morning
172,173,住宅竊盜,1040324,08~10,臺北市松山區民權東路3段153巷3弄1~30號,['臺  北市  松山  區民權  東路  3  段  153  巷  3  弄  1  ~  30  號'],morning
173,174,住宅竊盜,1040324,10~12,臺北市萬華區東園街85巷4弄1~30號,['臺  北市  萬華區  東園  街  85  巷  4  弄  1  ~  30  號'],morning
180,181,住宅竊盜,1040328,10~12,臺北市中山區民權東路3段1~30號,['臺  北市  中山  區民權  東路  3  段  1  ~  30  號'],morning
181,182,住宅竊盜,1040329,08~10,臺北市松山區南京東路5段31~60號,['臺  北市  松山  區  南京  東路  5  段  31  ~  60  號'],morning
182,183,住宅竊盜,1040330,08~10,臺北市中山區松江路332､334號,['臺  北市  中山  區  松江  路  332  ､  334  號'],morning
183,184,住宅竊盜,1040330,10~12,臺北市士林區平等里平菁街105巷1~30號,['臺  北市  士林  區  平等  里  平菁  街  105  巷  1  ~  30  號'],morning
185,186,住宅竊盜,1040331,08~10,臺北市內湖區金瑞里金龍路1~30號,['臺  北市  內  湖區  金瑞里  金龍路  1  ~  30  號'],morning
197,198,住宅竊盜,1040407,10~12,臺北市中山區大直街84巷1~30號,['臺  北市  中山  區大直  街  84  巷  1  ~  30  號'],morning
198,199,住宅竊盜,1040407,10~12,臺北市內湖區紫陽里文德路22巷59弄1~30號,['臺  北市  內  湖區  紫陽里  文德路  22  巷  59  弄  1  ~  30  號'],morning
200,201,住宅竊盜,1040409,10~12,臺北市中山區農安街1~30號,['臺  北市  中山  區農安街  1  ~  30  號'],morning
201,202,住宅竊盜,1040410,06~08,臺北市北投區吉利里23鄰吉利街320巷1弄1~30號,['臺  北  市北  投區  吉利  里  23  鄰  吉利  街  320  巷  1  弄  1  ~  30  號'],morning
204,205,住宅竊盜,1040411,10~12,臺北市內湖區內湖路1段359巷1~30號,['臺  北市  內  湖區  內  湖路  1  段  359  巷  1  ~  30  號'],morning
205,206,住宅竊盜,1040413,10~12,臺北市北投區智仁里杏林二路28巷1~30號,['臺  北  市北  投區  智仁里  杏林  二路  28  巷  1  ~  30  號'],morning
209,210,住宅竊盜,1040415,08~10,臺北市松山區民生東路4段55巷1~30號,['臺  北市  松山  區  民生  東路  4  段  55  巷  1  ~  30  號'],morning
211,212,住宅竊盜,1040416,06~08,臺北市文山區萬和里1鄰溪州街137巷61~90號,['臺  北市  文山  區萬  和  里  1  鄰  溪州  街  137  巷  61  ~  90  號'],morning
212,213,住宅竊盜,1040416,06~08,臺北市士林區三玉里忠誠路2段41巷1~30號,['臺  北市  士林  區三玉里  忠誠路  2  段  41  巷  1  ~  30  號'],morning
227,228,住宅竊盜,1040423,08~10,臺北市松山區南京東路5段211~240號,['臺  北市  松山  區  南京  東路  5  段  211  ~  240  號'],morning
231,232,住宅竊盜,1040424,10~12,臺北市內湖區樂康里康樂街72巷17弄121~150號,['臺  北市  內  湖區  樂康里  康樂街  72  巷  17  弄  121  ~  150  號'],morning
235,236,住宅竊盜,1040427,06~08,臺北市中山區大直街62巷5弄1~30號,['臺  北市  中山  區大直  街  62  巷  5  弄  1  ~  30  號'],morning
236,237,住宅竊盜,1040427,08~10,臺北市內湖區湖興里20鄰成功路2段250巷31~60號,['臺  北市  內  湖區  湖興里  20  鄰  成功  路  2  段  250  巷  31  ~  60  號'],morning
244,245,住宅竊盜,1040430,08~10,臺北市內湖區麗山街328巷1~30號,['臺  北市  內  湖區麗山  街  328  巷  1  ~  30  號'],morning
252,253,住宅竊盜,1040504,10~12,臺北市中山區長安東路1段31~60號,['臺  北市  中山  區長  安東路  1  段  31  ~  60  號'],morning
254,255,住宅竊盜,1040505,10~12,臺北市南港區舊莊里舊莊街1段145巷6弄1~30號,['臺  北市  南港  區舊  莊里  舊  莊街  1  段  145  巷  6  弄  1  ~  30  號'],morning
258,259,住宅竊盜,1040508,06~08,臺北市大同區斯文里大龍街89巷1~30號,['臺  北市  大同  區  斯文  里  大龍街  89  巷  1  ~  30  號'],morning
259,260,住宅竊盜,1040508,08~10,臺北市大安區車層里忠孝東路4段216巷19弄1~30號,['臺  北市  大安  區車  層里  忠孝  東路  4  段  216  巷  19  弄  1  ~  30  號'],morning
266,267,住宅竊盜,1040512,10~12,臺北市北投區開明里珠海路107巷1~30號,['臺  北  市北  投區  開  明里  珠海  路  107  巷  1  ~  30  號'],morning
271,272,住宅竊盜,1040514,10~12,臺北市內湖區康寧路3段245巷31~60號,['臺  北市  內  湖區  康寧路  3  段  245  巷  31  ~  60  號'],morning
273,274,住宅竊盜,1040515,06~08,臺北市萬華區中華路2段481~510號,['臺  北市  萬華區  中華路  2  段  481  ~  510  號'],morning
282,283,住宅竊盜,1040523,10~12,臺北市松山區南京東路5段291巷44弄1~30號,['臺  北市  松山  區  南京  東路  5  段  291  巷  44  弄  1  ~  30  號'],morning
283,284,住宅竊盜,1040523,10~12,臺北市松山區南京東路5段59巷28弄1~30號,['臺  北市  松山  區  南京  東路  5  段  59  巷  28  弄  1  ~  30  號'],morning
285,286,住宅竊盜,1040526,06~08,臺北市北投區洲美里洲美街81巷1~30號,['臺  北  市北  投區洲  美里洲  美街  81  巷  1  ~  30  號'],morning
288,289,住宅竊盜,1040528,06~08,臺北市文山區萬祥里興隆路1段70巷1~30號,['臺  北市  文山  區萬祥里  興隆路  1  段  70  巷  1  ~  30  號'],morning
292,293,住宅竊盜,1040530,10~12,臺北市松山區民生東路5段36巷6弄1~30號,['臺  北市  松山  區  民生  東路  5  段  36  巷  6  弄  1  ~  30  號'],morning
303,304,住宅竊盜,1040607,06~08,臺北市中山區中山北路2段65巷2弄1~30號,['臺  北市  中山  區  中山北路  2  段  65  巷  2  弄  1  ~  30  號'],morning
304,305,住宅竊盜,1040607,10~12,臺北市中山區農安街125巷1~30號,['臺  北市  中山  區農安街  125  巷  1  ~  30  號'],morning
306,307,住宅竊盜,1040608,06~08,臺北市中正區黎明里懷寧街61~90號,['臺  北市  中正  區  黎明  里  懷寧街  61  ~  90  號'],morning
307,308,住宅竊盜,1040608,08~10,臺北市中山區民權東路1段31~60號,['臺  北市  中山  區民權  東路  1  段  31  ~  60  號'],morning
312,313,住宅竊盜,1040612,10~12,臺北市信義區三張里莊敬路391~420號,['臺  北市  信義區  三  張里  莊敬路  391  ~  420  號'],morning
318,319,住宅竊盜,1040616,08~10,臺北市萬華區西藏路199巷1~30號,['臺  北市  萬華區  西藏路  199  巷  1  ~  30  號'],morning
321,322,住宅竊盜,1040619,08~10,臺北市文山區萬隆里羅斯福路5段241~270號,['臺  北市  文山  區萬隆  里羅斯福路  5  段  241  ~  270  號'],morning
322,323,住宅竊盜,1040619,08~10,臺北市中山區長安東路1段52巷9弄1~30號,['臺  北市  中山  區長  安東路  1  段  52  巷  9  弄  1  ~  30  號'],morning
324,325,住宅竊盜,1040620,06~08,臺北市松山區光復北路120巷121~150號,['臺  北市  松山  區光  復  北路  120  巷  121  ~  150  號'],morning
325,326,住宅竊盜,1040620,10~12,臺北市信義區富陽街44巷1~30號,['臺  北市  信義區  富陽街  44  巷  1  ~  30  號'],morning
326,327,住宅竊盜,1040621,10~12,臺北市士林區溪山里至善路3段1~30號,['臺  北市  士林  區溪  山里  至善路  3  段  1  ~  30  號'],morning
327,328,住宅竊盜,1040622,06~08,臺北市北投區八仙里承德路7段401巷331弄1~30號,['臺  北  市北  投區  八仙  里  承德路  7  段  401  巷  331  弄  1  ~  30  號'],morning
341,342,住宅竊盜,1040630,10~12,臺北市中山區民生東路2段121~150號,['臺  北市  中山  區  民生  東路  2  段  121  ~  150  號'],morning
344,345,住宅竊盜,1040701,08~10,臺北市中正區羅斯福路3段91~120號,['臺  北市  中正  區羅斯福路  3  段  91  ~  120  號'],morning
349,350,住宅竊盜,1040704,06~08,臺北市信義區永吉里松山路91~120號,['臺  北市  信義區  永吉  里  松山  路  91  ~  120  號'],morning
350,351,住宅竊盜,1040704,08~10,臺北市萬華區西園路1段256巷1~30號,['臺  北市  萬華區  西園  路  1  段  256  巷  1  ~  30  號'],morning
354,355,住宅竊盜,1040707,08~10,臺北市文山區樟文里辛亥路7段69巷1~30號,['臺  北市  文山  區樟文里  辛亥  路  7  段  69  巷  1  ~  30  號'],morning
356,357,住宅竊盜,1040708,10~12,臺北市文山區萬芳里萬美街1段19巷1~30號,['臺  北市  文山  區萬芳里  萬美街  1  段  19  巷  1  ~  30  號'],morning
362,363,住宅竊盜,1040714,08~10,臺北市萬華區環河南路2段35巷15弄1~30號,['臺  北市  萬華區環  河南  路  2  段  35  巷  15  弄  1  ~  30  號'],morning
363,364,住宅竊盜,1040715,10~12,臺北市萬華區昆明街211~240號,['臺  北市  萬華區  昆明街  211  ~  240  號'],morning
364,365,住宅竊盜,1040715,10~12,臺北市萬華區雙園街60巷31~60號,['臺  北市  萬華區  雙園  街  60  巷  31  ~  60  號'],morning
367,368,住宅竊盜,1040716,08~10,臺北市大安區光信里光復南路456巷1~30號,['臺  北市  大安  區光  信里光  復  南路  456  巷  1  ~  30  號'],morning
380,381,住宅竊盜,1040723,08~10,臺北市松山區南京東路5段23巷7弄1~30號,['臺  北市  松山  區  南京  東路  5  段  23  巷  7  弄  1  ~  30  號'],morning
382,383,住宅竊盜,1040725,10~12,臺北市松山區南京東路5段66巷1~30號,['臺  北市  松山  區  南京  東路  5  段  66  巷  1  ~  30  號'],morning
384,385,住宅竊盜,1040727,06~08,臺北市松山區健康路8巷1~30號,['臺  北市  松山  區  健康  路  8  巷  1  ~  30  號'],morning
385,386,住宅竊盜,1040727,06~08,臺北市松山區寶清街1~30號,['臺  北市  松山  區寶清  街  1  ~  30  號'],morning
387,388,住宅竊盜,1040729,10~12,臺北市松山區民權東路5段31~60號,['臺  北市  松山  區民權  東路  5  段  31  ~  60  號'],morning
393,394,住宅竊盜,1040731,08~10,臺北市中正區廈安里大埔街21巷1~30號,['臺  北市  中正  區廈  安里  大埔  街  21  巷  1  ~  30  號'],morning
394,395,住宅竊盜,1040731,10~12,臺北市松山區南京東路5段281巷1~30號,['臺  北市  松山  區  南京  東路  5  段  281  巷  1  ~  30  號'],morning
409,410,住宅竊盜,1040811,06~08,臺北市士林區社新里社子街61~90號,['臺  北市  士林  區社  新里  社子  街  61  ~  90  號'],morning
410,411,住宅竊盜,1040811,10~12,臺北市士林區臨溪里9鄰至善路2段342巷1~30號,['臺  北市  士林  區臨  溪里  9  鄰至  善路  2  段  342  巷  1  ~  30  號'],morning
411,412,住宅竊盜,1040812,08~10,臺北市大同區建明里華陰街72巷1~30號,['臺  北市  大同  區建  明里  華陰街  72  巷  1  ~  30  號'],morning
415,416,住宅竊盜,1040814,08~10,臺北市大安區錦安里麗水街31~60號,['臺  北市  大安  區錦安里麗  水街  31  ~  60  號'],morning
416,417,住宅竊盜,1040814,10~12,臺北市文山區木柵里7鄰木柵路3段85巷8弄1~30號,['臺  北市  文山  區木柵里  7  鄰木柵路  3  段  85  巷  8  弄  1  ~  30  號'],morning
418,419,住宅竊盜,1040815,06~08,臺北市信義區大道里林口街181~210號,['臺  北市  信義區  大道  里  林口  街  181  ~  210  號'],morning
419,420,住宅竊盜,1040815,08~10,臺北市大同區迪化街2段151~180號,['臺  北市  大同  區  迪化街  2  段  151  ~  180  號'],morning
428,429,住宅竊盜,1040818,06~08,臺北市南港區聯成里東新街77巷15弄1~30號,['臺  北市  南港  區聯成  里  東  新街  77  巷  15  弄  1  ~  30  號'],morning
430,431,住宅竊盜,1040819,08~10,臺北市北投區關渡里知行路292巷14弄1~30號,['臺  北  市北  投區  關渡  里  知  行路  292  巷  14  弄  1  ~  30  號'],morning
433,434,住宅竊盜,1040822,08~10,臺北市中山區樂群二路266巷91~120號,['臺  北市  中山  區樂群  二路  266  巷  91  ~  120  號'],morning
438,439,住宅竊盜,1040824,10~12,臺北市信義區六合里信義路5段150巷418弄1~30號,['臺  北市  信義區  六合  里  信義路  5  段  150  巷  418  弄  1  ~  30  號'],morning
440,441,住宅竊盜,1040825,10~12,臺北市中正區新營里金華街1~30號,['臺  北市  中正  區新  營里  金華街  1  ~  30  號'],morning
447,448,住宅竊盜,1040828,06~08,臺北市大安區華聲里光復南路72巷23弄1~30號,['臺  北市  大安  區華聲  里  光  復  南路  72  巷  23  弄  1  ~  30  號'],morning
451,452,住宅竊盜,1040829,08~10,臺北市中正區廈安里中華路2段175巷31~60號,['臺  北市  中正  區廈  安里  中華路  2  段  175  巷  31  ~  60  號'],morning
453,454,住宅竊盜,1040830,08~10,臺北市文山區明義里9鄰興隆路4段44巷1~30號,['臺  北市  文山  區明義里  9  鄰興  隆路  4  段  44  巷  1  ~  30  號'],morning
454,455,住宅竊盜,1040831,06~08,臺北市士林區葫蘆里延平北路5段231巷31~60號,['臺  北市  士林  區葫蘆  里  延平北路  5  段  231  巷  31  ~  60  號'],morning
455,456,住宅竊盜,1040831,10~12,臺北市信義區四育里虎林街30巷1~30號,['臺  北市  信義區  四育里  虎林  街  30  巷  1  ~  30  號'],morning
460,461,住宅竊盜,1040903,10~12,臺北市松山區民生東路5段138巷1~30號,['臺  北市  松山  區  民生  東路  5  段  138  巷  1  ~  30  號'],morning
474,475,住宅竊盜,1040910,10~12,臺北市士林區福順里重慶北路4段31~60號,['臺  北市  士林  區福  順里  重慶  北路  4  段  31  ~  60  號'],morning
476,477,住宅竊盜,1040911,06~08,臺北市萬華區環河南路3段151~180號,['臺  北市  萬華區環  河南  路  3  段  151  ~  180  號'],morning
478,479,住宅竊盜,1040912,08~10,臺北市文山區順興里18鄰恆光街17巷1~30號,['臺  北市  文山  區順  興里  18  鄰恆光  街  17  巷  1  ~  30  號'],morning
483,484,住宅竊盜,1040914,10~12,臺北市中山區合江街31~60號,['臺  北市  中山  區  合江  街  31  ~  60  號'],morning
485,486,住宅竊盜,1040915,10~12,臺北市北投區林泉里泉源路21巷1~30號,['臺  北  市北  投區  林泉里  泉源  路  21  巷  1  ~  30  號'],morning
495,496,住宅竊盜,1040920,10~12,臺北市南港區九如里研究院路2段182巷61~90號,['臺  北市  南港  區九如里  研究院  路  2  段  182  巷  61  ~  90  號'],morning
498,499,住宅竊盜,1040921,06~08,臺北市信義區六合里信義路5段150巷401弄1~30號,['臺  北市  信義區  六合  里  信義路  5  段  150  巷  401  弄  1  ~  30  號'],morning
501,502,住宅竊盜,1040922,10~12,臺北市北投區中庸里雙全街62巷1~30號,['臺  北  市北  投區  中庸  里  雙全  街  62  巷  1  ~  30  號'],morning
504,505,住宅竊盜,1040926,10~12,臺北市北投區立賢里承德路7段211~240號,['臺  北  市北  投區  立賢里  承德路  7  段  211  ~  240  號'],morning
505,506,住宅竊盜,1040926,10~12,臺北市大安區光武里22鄰復興南路1段107巷5弄1~30號,['臺  北市  大安  區光  武里  22  鄰  復  興  南路  1  段  107  巷  5  弄  1  ~  30  號'],morning
508,509,住宅竊盜,1040929,06~08,臺北市松山區三民路151~180號,['臺  北市  松山  區  三民路  151  ~  180  號'],morning
509,510,住宅竊盜,1040930,10~12,臺北市內湖區瑞光路258巷31~60號,['臺  北市  內  湖區  瑞光路  258  巷  31  ~  60  號'],morning
510,511,住宅竊盜,1040930,10~12,臺北市大安區虎嘯里敦化南路2段200巷14弄1~30號,['臺  北市  大安  區虎嘯里  敦化南路  2  段  200  巷  14  弄  1  ~  30  號'],morning
515,516,住宅竊盜,1041002,08~10,臺北市中山區民生西路45巷5弄1~30號,['臺  北市  中山  區  民生西路  45  巷  5  弄  1  ~  30  號'],morning
518,519,住宅竊盜,1041003,06~08,臺北市內湖區內湖路2段91~120號,['臺  北市  內  湖區  內  湖路  2  段  91  ~  120  號'],morning
519,520,住宅竊盜,1041003,08~10,臺北市萬華區西寧南路121~150號,['臺  北市  萬華區  西寧  南路  121  ~  150  號'],morning
520,521,住宅竊盜,1041003,10~12,臺北市萬華區環河南路2段130巷,['臺  北市  萬華區環  河南  路  2  段  130  巷'],morning
523,524,住宅竊盜,1041005,08~10,臺北市松山區民生東路5段137巷4弄1~30號,['臺  北市  松山  區  民生  東路  5  段  137  巷  4  弄  1  ~  30  號'],morning
525,526,住宅竊盜,1041006,08~10,臺北市萬華區西園路2段320巷36弄1~30號,['臺  北市  萬華區  西園  路  2  段  320  巷  36  弄  1  ~  30  號'],morning
535,536,住宅竊盜,1041013,08~10,臺北市松山區撫遠街403巷1~30號,['臺  北市  松山  區撫  遠街  403  巷  1  ~  30  號'],morning
536,537,住宅竊盜,1041013,08~10,臺北市文山區樟腳里9鄰恆光街30巷1~30號,['臺  北市  文山  區樟腳  里  9  鄰恆光  街  30  巷  1  ~  30  號'],morning
539,540,住宅竊盜,1041018,06~08,臺北市中正區忠勤里汀州路1段92巷1~30號,['臺  北市  中正  區忠勤  里  汀州  路  1  段  92  巷  1  ~  30  號'],morning
540,541,住宅竊盜,1041018,06~08,臺北市萬華區富福里大理街1~30號,['臺  北市  萬華區  富福里  大理  街  1  ~  30  號'],morning
544,545,住宅竊盜,1041020,08~10,臺北市萬華區中華路2段416巷61~90號,['臺  北市  萬華區  中華路  2  段  416  巷  61  ~  90  號'],morning
545,546,住宅竊盜,1041020,08~10,臺北市大同區延平里安西街91巷1~30號,['臺  北市  大同  區  延平  里安  西街  91  巷  1  ~  30  號'],morning
547,548,住宅竊盜,1041021,08~10,臺北市信義區三犁里03鄰松仁路253巷01弄1~30號,['臺  北市  信義區  三犁里  03  鄰  松仁  路  253  巷  01  弄  1  ~  30  號'],morning
550,551,住宅竊盜,1041023,08~10,臺北市松山區南京東路5段291巷5弄1~30號,['臺  北市  松山  區  南京  東路  5  段  291  巷  5  弄  1  ~  30  號'],morning
559,560,住宅竊盜,1041024,08~10,臺北市中正區南門里博愛路230巷1~30號,['臺  北市  中正  區南門  里  博愛路  230  巷  1  ~  30  號'],morning
560,561,住宅竊盜,1041026,10~12,臺北市南港區聯成里忠孝東路6段278巷22弄1~30號,['臺  北市  南港  區聯成  里  忠孝  東路  6  段  278  巷  22  弄  1  ~  30  號'],morning
565,566,住宅竊盜,1041029,06~08,臺北市松山區民生東路5段69巷1弄31~60號,['臺  北市  松山  區  民生  東路  5  段  69  巷  1  弄  31  ~  60  號'],morning
566,567,住宅竊盜,1041030,10~12,臺北市內湖區民權東路6段481~510號,['臺  北市  內  湖區民權  東路  6  段  481  ~  510  號'],morning
570,571,住宅竊盜,1041101,08~10,臺北市信義區和平東路3段631巷1~30號,['臺  北市  信義區  和平  東路  3  段  631  巷  1  ~  30  號'],morning
580,581,住宅竊盜,1041111,10~12,臺北市中山區南京東路3段48巷31~60號,['臺  北市  中山  區  南京  東路  3  段  48  巷  31  ~  60  號'],morning
584,585,住宅竊盜,1041113,10~12,臺北市內湖區康寧路3段165巷25弄1~30號,['臺  北市  內  湖區  康寧路  3  段  165  巷  25  弄  1  ~  30  號'],morning
589,590,住宅竊盜,1041116,08~10,臺北市大安區龍泉里雲和街91~120號,['臺  北市  大安  區龍泉  里  雲  和  街  91  ~  120  號'],morning
601,602,住宅竊盜,1041123,08~10,臺北市內湖區麗山街393巷1~30號,['臺  北市  內  湖區麗山  街  393  巷  1  ~  30  號'],morning
603,604,住宅竊盜,1041124,06~08,臺北市士林區東山里德行東路393巷1~30號,['臺  北市  士林  區東  山里  德行  東路  393  巷  1  ~  30  號'],morning
607,608,住宅竊盜,1041128,10~12,臺北市內湖區民權東路6段180巷55弄1~30號,['臺  北市  內  湖區民權  東路  6  段  180  巷  55  弄  1  ~  30  號'],morning
609,610,住宅竊盜,1041129,10~12,臺北市松山區南京東路4段52巷1~30號,['臺  北市  松山  區  南京  東路  4  段  52  巷  1  ~  30  號'],morning
612,613,住宅竊盜,1041130,10~12,臺北市文山區興得里興隆路3段112巷4弄1~30號,['臺  北市  文山  區興得  里  興隆路  3  段  112  巷  4  弄  1  ~  30  號'],morning
614,615,住宅竊盜,1041201,08~10,臺北市大同區揚雅里昌吉街61巷1~30號,['臺  北市  大同  區揚雅里  昌吉  街  61  巷  1  ~  30  號'],morning
616,617,住宅竊盜,1041202,08~10,臺北市中山區雙城街28巷1~30號,['臺  北市  中山  區雙  城街  28  巷  1  ~  30  號'],morning
